work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_category
2022,se,FT,data analyst,130050,USD,130050.0,US,100,US,m,High
2024,se,FT,data engineer,130008,CAD,100006.0,CA,0,CA,m,High
2023,ex,FT,data engineer,130002,USD,130002.0,US,100,US,m,High
2023,en,FT,data engineer,130002,USD,130002.0,US,100,US,m,High
2023,en,FT,data scientist,130001,USD,130001.0,US,100,US,m,High
2024,mi,FT,data science,130000,USD,130000.0,US,0,US,m,High
2024,mi,FT,data analytics manager,130000,USD,130000.0,US,100,US,m,High
2024,ex,FT,business intelligence analyst,130000,USD,130000.0,US,0,US,m,High
2024,se,FT,analytics engineer,130000,USD,130000.0,US,100,US,m,High
2024,se,FT,bi analyst,130000,USD,130000.0,US,0,US,m,High
2024,se,FT,data analyst,130000,USD,130000.0,US,100,US,m,High
2024,se,FT,data scientist,130000,USD,130000.0,US,0,US,m,High
2024,mi,FT,analytics engineer,130000,GBP,162500.0,GB,100,GB,m,Very High
2024,se,FT,data engineer,130000,USD,130000.0,US,0,US,m,High
2024,en,FT,data analyst,130000,USD,130000.0,US,0,US,m,High
2024,mi,FT,data engineer,130000,USD,130000.0,US,0,US,m,High
2024,mi,FT,machine learning engineer,130000,USD,130000.0,US,100,US,m,High
2024,mi,FT,data scientist,130000,USD,130000.0,US,0,US,m,High
2024,se,FT,data analyst,130000,USD,130000.0,US,0,US,m,High
2024,mi,FT,data engineer,130000,USD,130000.0,US,100,US,m,High
2024,en,FT,data analyst,130000,USD,130000.0,US,100,US,m,High
2024,mi,FT,machine learning engineer,130000,USD,130000.0,US,0,US,m,High
2024,ex,FT,data engineer,130000,USD,130000.0,US,0,US,m,High
2024,se,FT,data science,130000,USD,130000.0,US,0,US,m,High
2024,se,FT,data engineer,130000,USD,130000.0,US,100,US,m,High
2024,mi,FT,data analyst,130000,USD,130000.0,US,100,US,m,High
2024,se,FT,data modeler,130000,USD,130000.0,US,100,US,m,High
2024,mi,FT,data integration engineer,130000,USD,130000.0,US,0,US,m,High
2024,se,FT,data analytics lead,130000,USD,130000.0,US,0,US,m,High
2024,se,FT,business intelligence engineer,130000,USD,130000.0,US,0,US,m,High
2024,mi,FT,data scientist,130000,USD,130000.0,US,100,US,m,High
2024,se,FT,ml engineer,130000,USD,130000.0,US,0,US,m,High
2024,se,FT,data scientist,130000,USD,130000.0,US,100,US,m,High
2024,ex,FT,bi developer,130000,USD,130000.0,US,0,US,m,High
2024,mi,FT,data manager,130000,USD,130000.0,US,0,US,m,High
2024,se,FT,analytics engineer,130000,USD,130000.0,US,0,US,m,High
2024,se,FT,analytics engineer,130000,USD,130000.0,CA,0,CA,m,High
2024,se,FT,data scientist,130000,USD,130000.0,CA,0,CA,m,High
2024,se,FT,data developer,130000,USD,130000.0,US,100,US,m,High
2024,se,FT,data architect,130000,USD,130000.0,US,0,US,m,High
2023,mi,FT,data engineer,130000,USD,130000.0,US,100,US,m,High
2023,se,FT,data analyst,130000,USD,130000.0,US,0,US,m,High
2023,mi,FT,data engineer,130000,USD,130000.0,US,0,US,m,High
2023,se,FT,data scientist,130000,USD,130000.0,US,0,US,m,High
2023,se,FT,data analyst,130000,USD,130000.0,US,100,US,m,High
2023,se,FT,data modeler,130000,USD,130000.0,US,100,US,m,High
2023,se,FT,machine learning engineer,130000,USD,130000.0,US,100,US,m,High
2023,mi,FT,business intelligence analyst,130000,USD,130000.0,US,100,US,m,High
2023,se,FT,data engineer,130000,USD,130000.0,US,0,US,m,High
2023,en,FT,data scientist,130000,USD,130000.0,US,0,US,m,High
2023,se,FT,data scientist,130000,USD,130000.0,US,100,US,m,High
2023,se,FT,analytics engineer,130000,USD,130000.0,CA,0,CA,m,High
2023,mi,FT,research scientist,130000,USD,130000.0,US,0,US,m,High
2023,se,FT,data engineer,130000,USD,130000.0,US,100,US,m,High
2023,mi,FT,machine learning engineer,130000,USD,130000.0,US,0,US,m,High
2023,en,FT,ml engineer,130000,USD,130000.0,US,0,US,m,High
2023,mi,FT,research engineer,130000,USD,130000.0,US,100,US,m,High
2023,se,FT,research scientist,130000,USD,130000.0,US,100,US,m,High
2023,ex,FT,data engineer,130000,USD,130000.0,US,0,US,m,High
2023,se,FT,research engineer,130000,USD,130000.0,US,0,US,m,High
2023,se,FT,business intelligence analyst,130000,USD,130000.0,US,0,US,m,High
2023,se,FT,data manager,130000,USD,130000.0,US,0,US,m,High
2023,se,FT,analytics engineer,130000,USD,130000.0,US,0,US,m,High
2023,mi,FT,data science engineer,130000,USD,130000.0,US,100,US,m,High
2023,mi,FT,data scientist,130000,CAD,96313.0,CA,100,CA,s,Medium
2023,mi,FT,data analyst,130000,USD,130000.0,US,0,US,m,High
2023,se,FT,data modeler,130000,USD,130000.0,US,100,US,l,High
2023,mi,FT,data lead,130000,USD,130000.0,US,100,US,m,High
2023,en,FT,ai developer,130000,USD,130000.0,US,100,US,l,High
2023,mi,FT,data developer,130000,USD,130000.0,US,100,US,m,High
2023,mi,FT,data manager,130000,USD,130000.0,US,0,US,m,High
2023,se,FT,data analyst,130000,USD,130000.0,US,100,US,s,High
2023,se,FT,business intelligence engineer,130000,USD,130000.0,US,100,US,m,High
2023,se,FT,machine learning engineer,130000,EUR,140358.0,DE,100,DE,m,High
2023,mi,FT,data scientist,130000,USD,130000.0,US,0,US,m,High
2023,se,FT,data visualization analyst,130000,USD,130000.0,US,0,US,m,High
2023,se,FT,machine learning engineer,130000,USD,130000.0,US,0,US,m,High
2023,mi,FT,data specialist,130000,USD,130000.0,US,0,US,m,High
2023,mi,FT,financial data analyst,130000,USD,130000.0,US,100,US,l,High
2022,se,FT,bi developer,130000,USD,130000.0,US,100,US,l,High
2023,se,FT,analytics engineer,130000,USD,130000.0,US,100,US,m,High
2023,mi,FT,data analyst,130000,USD,130000.0,CA,100,CA,m,High
2023,mi,FT,applied machine learning engineer,130000,USD,130000.0,US,0,US,m,High
2023,en,FT,big data engineer,130000,USD,130000.0,SE,100,SE,s,High
2022,en,FT,data scientist,130000,USD,130000.0,US,0,US,m,High
2022,se,FT,data engineer,130000,USD,130000.0,US,0,US,m,High
2022,mi,FT,data engineer,130000,USD,130000.0,US,0,US,m,High
2022,se,FT,data engineer,130000,USD,130000.0,US,100,US,m,High
2022,mi,FT,data engineer,130000,USD,130000.0,US,100,US,m,High
2022,ex,FT,data scientist,130000,USD,130000.0,US,100,US,m,High
2022,mi,FT,machine learning engineer,130000,USD,130000.0,US,0,US,m,High
2022,mi,FT,machine learning researcher,130000,USD,130000.0,US,100,US,m,High
2022,se,FT,data scientist,130000,USD,130000.0,US,0,US,m,High
2022,mi,FT,data scientist,130000,USD,130000.0,US,100,US,m,High
2022,se,FT,data analyst,130000,USD,130000.0,US,0,US,m,High
2022,se,FT,data scientist,130000,USD,130000.0,US,100,US,m,High
2022,se,FT,analytics engineer,130000,USD,130000.0,US,100,US,m,High
2022,se,FT,ml engineer,130000,USD,130000.0,US,100,US,m,High
2022,se,FT,data analyst,130000,USD,130000.0,US,100,US,m,High
2022,mi,FT,data analyst,130000,USD,130000.0,US,100,US,m,High
2022,en,FT,analytics engineer,130000,USD,130000.0,US,50,US,l,High
2022,mi,FT,data scientist,130000,USD,130000.0,US,0,US,m,High
2022,ex,FT,data analyst,130000,USD,130000.0,US,100,US,m,High
2022,se,FT,data analyst,130000,USD,130000.0,CA,100,CA,m,High
2021,ex,FT,director of data science,130000,EUR,153667.0,IT,100,PL,l,Very High
2021,se,FT,data scientist,130000,CAD,103691.0,CA,100,CA,l,High
2021,mi,FT,data scientist,130000,USD,130000.0,US,50,US,l,High
2020,se,FT,principal data scientist,130000,EUR,148261.0,DE,100,DE,m,High
2023,se,FT,ai engineer,129700,USD,129700.0,US,0,US,m,High
2024,mi,FT,data engineer,129600,USD,129600.0,US,100,US,m,High
2022,se,FT,data engineer,129400,USD,129400.0,US,100,US,m,High
2023,se,FT,data scientist,129300,USD,129300.0,US,0,US,m,High
2023,se,FT,data engineer,129300,USD,129300.0,US,0,US,m,High
2023,se,FT,data scientist,129300,USD,129300.0,US,100,US,m,High
2023,mi,FT,data science lead,129300,USD,129300.0,US,0,US,m,High
2023,mi,FT,data engineer,129300,USD,129300.0,US,0,US,m,High
2023,se,FT,decision scientist,129300,USD,129300.0,US,0,US,m,High
2023,se,FT,business intelligence engineer,129300,USD,129300.0,US,0,US,m,High
2022,se,FT,data engineer,129300,USD,129300.0,US,0,US,m,High
2022,se,FT,data scientist,129300,USD,129300.0,US,0,US,m,High
2022,se,FT,machine learning scientist,129300,USD,129300.0,US,0,US,m,High
2022,se,FT,machine learning engineer,129300,USD,129300.0,US,0,US,m,High
2022,mi,FT,machine learning engineer,129300,USD,129300.0,US,0,US,m,High
2023,se,FT,data analyst,129150,USD,129150.0,US,0,US,m,High
2024,mi,FT,data analyst,129118,USD,129118.0,US,0,US,m,High
2023,se,FT,etl developer,129100,USD,129100.0,US,0,US,m,High
2024,se,FT,machine learning engineer,129000,USD,129000.0,US,0,US,m,High
2024,mi,FT,data engineer,129000,USD,129000.0,US,100,US,m,High
2023,se,FT,data analyst,129000,USD,129000.0,US,0,US,m,High
2023,se,FT,machine learning engineer,129000,USD,129000.0,US,0,US,m,High
2023,se,FT,data engineer,129000,USD,129000.0,US,100,US,m,High
2023,se,FT,data analyst,129000,USD,129000.0,CA,100,CA,m,High
2023,se,FT,data engineer,129000,USD,129000.0,US,0,US,m,High
2023,se,FT,data operations manager,129000,USD,129000.0,US,100,US,m,High
2022,en,FT,data engineer,129000,USD,129000.0,US,100,US,l,High
2022,se,FT,data analyst,129000,USD,129000.0,US,0,US,m,High
2024,se,FT,data scientist,128945,USD,128945.0,US,100,US,m,High
2024,mi,FT,research scientist,128900,USD,128900.0,US,0,US,m,High
2022,se,FT,data analyst,128875,USD,128875.0,US,100,US,m,High
2022,se,FT,data engineer,128875,USD,128875.0,US,100,US,m,High
2024,se,FT,data analyst,128800,USD,128800.0,US,0,US,m,High
2023,se,FT,data engineer,128750,USD,128750.0,US,0,US,m,High
2023,mi,FT,data scientist,128750,USD,128750.0,US,0,US,m,High
2024,se,FT,data engineer,128656,USD,128656.0,US,0,US,m,High
2024,mi,FT,data engineer,128600,USD,128600.0,US,0,US,m,High
2023,mi,FT,data engineer,128600,USD,128600.0,US,0,US,m,High
2023,se,FT,data scientist,128500,USD,128500.0,US,0,US,m,High
2023,se,FT,data engineer,128500,USD,128500.0,US,0,US,m,High
2023,se,FT,data analyst,128500,USD,128500.0,US,0,US,m,High
2022,se,FT,data engineer,128500,USD,128500.0,US,100,US,m,High
2023,se,FT,machine learning engineer,128280,USD,128280.0,US,0,US,m,High
2024,se,FT,data engineer,128250,USD,128250.0,US,0,US,m,High
2024,se,FT,data scientist,128250,USD,128250.0,US,0,US,m,High
2023,se,FT,machine learning engineer,128250,USD,128250.0,US,0,US,m,High
2023,se,FT,data engineer,128250,USD,128250.0,US,0,US,m,High
2023,mi,FT,research engineer,128167,USD,128167.0,US,0,US,m,High
2023,se,FT,data science consultant,128100,USD,128100.0,US,0,US,m,High
2024,mi,FT,data manager,128000,USD,128000.0,US,0,US,m,High
2024,se,FT,data science consultant,128000,USD,128000.0,US,0,US,m,High
2024,mi,FT,data analytics manager,128000,USD,128000.0,US,0,US,m,High
2024,mi,FT,data science,128000,USD,128000.0,US,0,US,m,High
2024,se,FT,data engineer,128000,USD,128000.0,US,0,US,m,High
2024,mi,FT,research scientist,128000,USD,128000.0,US,100,US,m,High
2024,mi,FT,research engineer,128000,USD,128000.0,US,0,US,m,High
2023,mi,FT,data analyst,128000,USD,128000.0,US,0,US,m,High
2023,se,FT,data engineer,128000,USD,128000.0,US,100,US,m,High
2023,se,FT,machine learning engineer,128000,USD,128000.0,US,100,US,m,High
2023,se,FT,data science consultant,128000,USD,128000.0,US,0,US,m,High
2023,se,FT,analytics engineer,128000,USD,128000.0,US,100,US,m,High
2023,se,FT,data engineer,128000,USD,128000.0,US,0,US,m,High
2023,se,FT,data analyst,128000,USD,128000.0,US,0,US,m,High
2023,se,FT,data architect,128000,USD,128000.0,US,0,US,m,High
2023,mi,FT,bi developer,128000,USD,128000.0,US,0,US,m,High
2023,se,FT,data scientist,128000,USD,128000.0,US,100,US,m,High
2023,mi,FT,data engineer,128000,USD,128000.0,US,0,US,m,High
2022,se,FT,data science consultant,128000,USD,128000.0,US,0,US,m,High
2022,se,FT,data scientist,128000,USD,128000.0,US,0,US,m,High
2022,se,FT,data architect,128000,USD,128000.0,US,0,US,m,High
2022,se,FT,data scientist,128000,USD,128000.0,US,100,US,m,High
2023,se,FT,data scientist,127950,USD,127950.0,US,0,US,m,High
2023,mi,FT,data engineer,127900,USD,127900.0,CA,0,CA,m,High
2023,se,FT,machine learning engineer,127876,USD,127876.0,US,0,US,m,High
2023,se,FT,data analyst,127876,USD,127876.0,US,100,US,m,High
2023,se,FT,analytics engineer,127876,USD,127876.0,US,100,US,m,High
2024,mi,FT,data scientist,127660,USD,127660.0,US,0,US,m,High
2023,se,FT,machine learning engineer,127600,USD,127600.0,US,0,US,m,High
2023,se,FT,data engineer,127600,USD,127600.0,US,100,US,m,High
2024,se,FT,machine learning scientist,127500,USD,127500.0,US,100,US,m,High
2024,mi,FT,data scientist,127500,USD,127500.0,US,100,US,m,High
2024,se,FT,machine learning engineer,127500,USD,127500.0,US,100,US,m,High
2023,se,FT,data science manager,127500,USD,127500.0,US,100,US,m,High
2023,se,FT,data scientist,127500,USD,127500.0,US,100,US,m,High
2022,mi,FT,data scientist,127500,USD,127500.0,US,100,US,m,High
2024,en,FT,research analyst,127305,USD,127305.0,CA,0,CA,m,High
2024,se,FT,research scientist,127300,USD,127300.0,US,0,US,l,High
2024,mi,FT,data scientist,127300,USD,127300.0,US,0,US,l,High
2024,se,FT,data scientist,127300,USD,127300.0,US,0,US,l,High
2023,se,FT,research scientist,127300,USD,127300.0,US,0,US,l,High
2023,se,FT,data scientist,127300,USD,127300.0,US,0,US,l,High
2023,se,FT,machine learning infrastructure engineer,127300,USD,127300.0,US,0,US,m,High
2023,se,FT,machine learning infrastructure engineer,127300,USD,127300.0,GB,0,GB,m,High
2023,mi,FT,data analyst,127075,USD,127075.0,US,100,US,m,High
2023,se,FT,data analyst,127075,USD,127075.0,US,100,US,m,High
2024,se,FT,data specialist,127000,USD,127000.0,US,0,US,m,High
2024,se,FT,data engineer,127000,USD,127000.0,CA,0,CA,m,High
2024,mi,FT,data manager,127000,USD,127000.0,US,100,US,m,High
2024,se,FT,business intelligence analyst,127000,USD,127000.0,US,0,US,m,High
2023,se,FT,data scientist,127000,USD,127000.0,US,100,US,m,High
2023,mi,FT,data manager,127000,USD,127000.0,US,100,US,m,High
2023,se,FT,analytics engineer,127000,USD,127000.0,US,0,US,m,High
2023,se,FT,business intelligence engineer,127000,USD,127000.0,CA,0,CA,m,High
2023,se,FT,machine learning engineer,127000,USD,127000.0,US,0,US,m,High
2023,se,FT,business intelligence analyst,127000,USD,127000.0,US,0,US,m,High
2023,se,FT,data scientist,127000,USD,127000.0,US,0,US,m,High
2023,se,FT,business intelligence analyst,127000,USD,127000.0,US,100,US,m,High
2023,mi,FT,data engineer,127000,USD,127000.0,US,0,US,m,High
2023,se,FT,data analyst,127000,USD,127000.0,US,100,US,m,High
2022,se,FT,data analyst,127000,USD,127000.0,US,100,US,m,High
2022,se,FT,data scientist,127000,USD,127000.0,US,100,US,m,High
2022,se,FT,data analyst,127000,USD,127000.0,US,0,US,m,High
2024,mi,FT,business intelligence analyst,126900,USD,126900.0,US,0,US,m,High
2023,mi,FT,data scientist,126900,USD,126900.0,US,0,US,m,High
2023,se,FT,data engineer,126900,USD,126900.0,US,0,US,m,High
2024,se,FT,data scientist,126800,USD,126800.0,US,100,US,m,High
2023,se,FT,machine learning engineer,126800,USD,126800.0,US,0,US,m,High
2023,se,FT,data engineer,126800,USD,126800.0,US,100,US,m,High
2023,se,FT,data engineer,126800,USD,126800.0,US,0,US,m,High
2024,se,FT,data analyst,126667,USD,126667.0,US,0,US,m,High
2024,mi,FT,data engineer,126600,USD,126600.0,US,0,US,m,High
2024,se,FT,data scientist,126600,USD,126600.0,US,0,US,m,High
2024,se,FT,data science,126500,USD,126500.0,US,0,US,m,High
2024,se,FT,data scientist,126500,USD,126500.0,US,100,US,m,High
2023,se,FT,machine learning engineer,126500,USD,126500.0,US,0,US,m,High
2023,se,FT,data analyst,126500,USD,126500.0,US,100,US,m,High
2023,ex,FT,data scientist,126500,USD,126500.0,US,100,US,m,High
2023,se,FT,data scientist,126500,USD,126500.0,US,0,US,m,High
2023,se,FT,data analyst,126500,USD,126500.0,US,0,US,m,High
2022,se,FT,data scientist,126500,USD,126500.0,US,100,US,m,High
2022,mi,FT,data analyst,126500,USD,126500.0,US,0,US,m,High
2022,se,FT,data analyst,126500,USD,126500.0,US,100,US,m,High
2024,se,FT,data analyst,126480,USD,126480.0,US,0,US,m,High
2024,mi,FT,machine learning engineer,126400,USD,126400.0,US,0,US,m,High
2024,mi,FT,machine learning engineer,126400,USD,126400.0,US,100,US,m,High
2024,se,FT,analytics engineer,126400,USD,126400.0,US,100,US,m,High
2023,se,FT,decision scientist,126400,USD,126400.0,US,0,US,m,High
2023,se,FT,data architect,126300,USD,126300.0,US,0,US,m,High
2023,se,FT,data analyst,126277,USD,126277.0,US,100,US,m,High
2023,mi,FT,machine learning engineer,126277,USD,126277.0,US,0,US,m,High
2023,se,FT,data scientist,126100,USD,126100.0,US,100,US,m,High
2023,se,FT,applied scientist,126100,USD,126100.0,US,0,US,l,High
2024,mi,FT,analytics engineer,126000,USD,126000.0,US,0,US,m,High
2024,se,FT,data analyst,126000,USD,126000.0,US,0,US,m,High
2023,en,FT,machine learning engineer,126000,USD,126000.0,US,100,US,m,High
2023,se,FT,data engineer,126000,USD,126000.0,US,100,US,m,High
2023,se,FT,machine learning scientist,126000,USD,126000.0,US,0,US,m,High
2023,se,FT,data scientist,126000,USD,126000.0,US,100,US,m,High
2023,se,FT,data analyst,126000,USD,126000.0,US,0,US,m,High
2023,se,FT,data scientist,126000,USD,126000.0,US,0,US,m,High
2023,mi,FT,data analyst,126000,USD,126000.0,US,0,US,m,High
2023,se,FT,data engineer,126000,USD,126000.0,US,0,US,m,High
2023,se,FT,machine learning engineer,126000,USD,126000.0,US,0,US,m,High
2022,se,FT,data engineer,126000,USD,126000.0,US,100,US,m,High
2024,mi,FT,machine learning engineer,125800,EUR,139777.0,ES,100,ES,m,High
2023,se,FT,data scientist,125760,USD,125760.0,US,0,US,m,High
2023,se,FT,data architect,125600,USD,125600.0,US,0,US,m,High
2023,se,FT,data analyst,125600,USD,125600.0,US,0,US,m,High
2023,se,FT,data analyst,125600,USD,125600.0,US,100,US,m,High
2024,mi,FT,data scientist,125500,USD,125500.0,US,0,US,m,High
2024,se,FT,data manager,125500,USD,125500.0,US,0,US,m,High
2022,en,PT,data analyst,125404,USD,125404.0,CN,50,US,s,High
2024,mi,FT,machine learning engineer,125100,USD,125100.0,US,0,US,m,High
2023,mi,FT,business intelligence analyst,125009,USD,125009.0,US,100,US,m,High
2024,mi,FT,business intelligence analyst,125000,USD,125000.0,US,0,US,m,High
2024,se,FT,data engineer,125000,USD,125000.0,US,0,US,m,High
2024,en,FT,business intelligence analyst,125000,USD,125000.0,US,0,US,m,High
2024,se,FT,data engineer,125000,USD,125000.0,US,100,US,m,High
2024,ex,FT,data analyst,125000,USD,125000.0,US,0,US,m,High
2024,se,FT,machine learning engineer,125000,USD,125000.0,US,0,US,m,High
2024,en,FT,machine learning engineer,125000,USD,125000.0,US,0,US,m,High
2024,ex,FT,data scientist,125000,USD,125000.0,US,0,US,m,High
2024,se,FT,machine learning scientist,125000,USD,125000.0,US,100,US,m,High
2024,mi,FT,data engineer,125000,USD,125000.0,US,0,US,m,High
2024,se,FT,research engineer,125000,USD,125000.0,US,0,US,m,High
2024,se,FT,data scientist,125000,USD,125000.0,US,100,US,m,High
2024,mi,FT,data engineer,125000,USD,125000.0,US,100,US,m,High
2024,mi,FT,data scientist,125000,USD,125000.0,US,0,US,m,High
2024,se,FT,data analyst,125000,USD,125000.0,US,0,US,m,High
2024,se,FT,data scientist,125000,USD,125000.0,US,0,US,m,High
2024,se,FT,data architect,125000,USD,125000.0,US,100,US,m,High
2023,mi,FT,machine learning engineer,125000,USD,125000.0,US,0,US,m,High
2023,mi,FT,data engineer,125000,USD,125000.0,US,100,US,m,High
2023,se,FT,data analyst,125000,USD,125000.0,US,100,US,m,High
2023,se,FT,data scientist,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,data integration engineer,125000,USD,125000.0,US,0,US,m,High
2023,mi,FT,ml engineer,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,data science consultant,125000,USD,125000.0,US,0,US,m,High
2023,mi,FT,data analyst,125000,USD,125000.0,US,100,US,m,High
2023,mi,FT,machine learning engineer,125000,USD,125000.0,US,100,US,m,High
2023,mi,FT,data engineer,125000,USD,125000.0,US,0,US,m,High
2023,mi,FT,data analyst,125000,USD,125000.0,US,0,US,m,High
2023,ex,FT,data engineer,125000,USD,125000.0,US,0,US,m,High
2023,ex,FT,data analyst,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,business intelligence engineer,125000,USD,125000.0,US,100,US,m,High
2023,mi,FT,data scientist,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,data engineer,125000,USD,125000.0,US,0,US,m,High
2023,mi,FT,business intelligence analyst,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,data analyst,125000,USD,125000.0,US,0,US,m,High
2023,ex,FT,data analyst,125000,USD,125000.0,US,100,US,m,High
2023,mi,FT,data analytics manager,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,research scientist,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,research engineer,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,research analyst,125000,USD,125000.0,US,0,US,m,High
2023,mi,FT,ml engineer,125000,USD,125000.0,US,100,US,m,High
2023,se,FT,data scientist,125000,USD,125000.0,US,100,US,m,High
2023,se,FT,data scientist,125000,EUR,134960.0,NL,50,NL,m,High
2023,se,FT,data strategist,125000,USD,125000.0,US,100,US,m,High
2023,se,FT,data operations engineer,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,analytics engineer,125000,USD,125000.0,US,100,US,m,High
2023,mi,FT,applied scientist,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,data engineer,125000,USD,125000.0,CA,0,CA,m,High
2023,se,FT,business intelligence analyst,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,machine learning engineer,125000,USD,125000.0,US,0,US,m,High
2023,en,FT,data analyst,125000,USD,125000.0,US,0,US,m,High
2023,mi,FT,data scientist,125000,USD,125000.0,CA,100,CA,m,High
2023,mi,FT,research engineer,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,data engineer,125000,USD,125000.0,US,100,US,m,High
2023,mi,FT,machine learning scientist,125000,USD,125000.0,US,0,US,m,High
2023,en,FT,research scientist,125000,USD,125000.0,US,0,US,m,High
2023,en,FT,research engineer,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,data architect,125000,USD,125000.0,US,100,US,m,High
2023,en,FT,data engineer,125000,USD,125000.0,US,0,US,m,High
2023,mi,FT,research scientist,125000,USD,125000.0,US,100,US,m,High
2023,mi,FT,machine learning scientist,125000,USD,125000.0,US,0,US,s,High
2023,mi,FT,research scientist,125000,USD,125000.0,US,0,US,m,High
2023,se,FT,bi analyst,125000,USD,125000.0,US,0,US,m,High
2022,se,FT,manager data management,125000,USD,125000.0,US,100,US,l,High
2022,se,FT,ai scientist,125000,USD,125000.0,CO,100,CO,l,High
2022,se,FT,data scientist,125000,USD,125000.0,US,0,US,m,High
2022,se,FT,analytics engineer,125000,USD,125000.0,US,100,US,m,High
2022,se,FT,data engineer,125000,USD,125000.0,US,100,US,m,High
2022,en,FT,computer vision engineer,125000,USD,125000.0,US,0,US,m,High
2021,en,FT,machine learning engineer,125000,USD,125000.0,US,100,US,s,High
2021,se,FT,big data architect,125000,CAD,99703.0,CA,50,CA,m,Medium
2020,se,FT,lead data engineer,125000,USD,125000.0,NZ,50,NZ,s,High
2023,se,FT,big data architect,124999,GBP,153799.0,GB,100,GB,l,Very High
2024,mi,FT,data management analyst,124935,USD,124935.0,US,0,US,m,High
2024,mi,FT,data management analyst,124935,USD,124935.0,US,100,US,m,High
2023,se,FT,data engineer,124935,USD,124935.0,US,0,US,m,High
2023,se,FT,data engineer,124935,USD,124935.0,ZA,0,ZA,m,High
2024,se,FT,data scientist,124875,USD,124875.0,US,0,US,m,High
2024,se,FT,data scientist,124800,USD,124800.0,US,0,US,m,High
2023,se,FT,data engineer,124740,USD,124740.0,US,0,US,m,High
2024,mi,FT,data product owner,124690,USD,124690.0,US,0,US,m,High
2023,se,FT,data scientist,124600,USD,124600.0,US,0,US,m,High
2023,se,FT,data engineer,124500,USD,124500.0,US,0,US,m,High
2024,se,FT,data scientist,124400,USD,124400.0,US,0,US,m,High
2023,se,FT,business intelligence analyst,124400,USD,124400.0,US,100,US,m,High
2022,se,FT,etl developer,124270,USD,124270.0,US,100,US,m,High
2023,en,FT,data scientist,124234,USD,124234.0,US,0,US,m,High
2022,en,FT,data scientist,124234,USD,124234.0,US,0,US,m,High
2023,se,FT,data scientist,124233,USD,124233.0,NZ,0,NZ,m,High
2024,mi,FT,data analytics manager,124230,USD,124230.0,US,0,US,m,High
2023,se,FT,data engineer,124230,USD,124230.0,US,100,US,m,High
2022,se,FT,data analyst,124190,USD,124190.0,US,100,US,m,High
2024,mi,FT,research scientist,124100,USD,124100.0,US,0,US,l,High
2023,mi,FT,research scientist,124100,USD,124100.0,US,0,US,l,High
2023,se,FT,research scientist,124100,USD,124100.0,US,0,US,l,High
2023,se,FT,business intelligence engineer,124100,USD,124100.0,US,0,US,l,High
2024,mi,FT,business intelligence,124000,USD,124000.0,US,100,US,m,High
2024,mi,FT,data engineer,124000,USD,124000.0,US,0,US,m,High
2024,en,FT,research analyst,124000,USD,124000.0,US,0,US,m,High
2024,se,FT,analytics engineer,124000,USD,124000.0,US,0,US,m,High
2024,en,FT,data analyst,124000,USD,124000.0,US,0,US,m,High
2023,se,FT,data analyst,124000,USD,124000.0,US,0,US,m,High
2023,se,FT,machine learning engineer,124000,USD,124000.0,CA,0,CA,m,High
2023,se,FT,ai developer,124000,USD,124000.0,US,0,US,m,High
2023,se,FT,data engineer,124000,USD,124000.0,US,0,US,m,High
2023,se,FT,data scientist,124000,USD,124000.0,US,100,US,m,High
2023,mi,FT,mlops engineer,124000,USD,124000.0,US,100,US,m,High
2023,mi,FT,data analyst,124000,USD,124000.0,US,0,US,m,High
2022,mi,FT,mlops engineer,124000,USD,124000.0,US,100,US,m,High
2022,mi,FT,data analyst,124000,USD,124000.0,US,0,US,m,High
2023,se,FT,data engineer,123906,USD,123906.0,US,0,US,m,High
2024,mi,FT,data analytics consultant,123900,USD,123900.0,US,0,US,m,High
2023,se,FT,data analyst,123900,USD,123900.0,US,100,US,m,High
2023,se,FT,data scientist,123900,USD,123900.0,US,100,US,m,High
2024,mi,FT,data scientist,123800,USD,123800.0,US,100,US,m,High
2023,mi,FT,data scientist,123800,USD,123800.0,US,100,US,m,High
2023,se,FT,machine learning engineer,123800,USD,123800.0,US,100,US,m,High
2024,se,FT,research scientist,123765,USD,123765.0,US,100,US,m,High
2023,se,FT,analytics engineer,123750,USD,123750.0,US,0,US,m,High
2024,se,FT,data scientist,123740,USD,123740.0,US,0,US,m,High
2023,mi,FT,data scientist,123740,USD,123740.0,US,0,US,m,High
2024,se,FT,data engineer,123700,USD,123700.0,US,0,US,l,High
